职位, 工资, 经验要求, 职位一级分类, 职位二级分类, 公司名称, 城市, 学历, 公司规模, 公司阶段, 公司业务领域
Hive, 12, 1, 技术, dba, 星阵地, 成都, 大专, 15, 成长型, 移动互联网
Hive, 17, 3, 技术, dba, 软通动力, 上海, 大专, 2000, 上市公, 数据服务
Hive, 11, 1, 技术, dba, 国广星空, 北京, 大专, 50, 成长型, 移动互联网
Hive, 7, 应届毕业, 技术, dba, 国广星空, 北京, 大专, 50, 成长型, 移动互联网
数据仓库（Hive）, 16, 1, 技术, dba, 达达, 上海, 本科, 500, 成熟型, O2O
大数据开发工程师（Hive）, 9, 1, 技术, 后端开发, 文思海辉, 苏州, 大专, 2000, 上市公, 移动互联网 · 金融
美团网-数据仓库开发工程师（hive）, 30, 3, 技术, 后端开发, 美团网, 北京, 本科, 2000, 成熟型, 移动互联网 · O2O
Java工程师数据仓库hive经验, 10, 1, 技术, 后端开发, 时代华唐, 北京, 本科, 50, 初创型, 企业服务 · 数据服务
广告数据平台高级工程师(Java、Hadoop、Hive、HBase), 19, 1, 技术, 后端开发, 视界环球, 北京, 本科, 50, 初创型, 广告营销
